"","X1","CASE_STATUS","EMPLOYER_NAME","SOC_NAME","JOB_TITLE","FULL_TIME_POSITION","PREVAILING_WAGE","YEAR","WORKSITE","lon","lat"
"50113",50113,"CERTIFIED","DESIGNTECHNICA CORPORATION","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","NETWORK DEVELOPMENT MANAGER","N",61589,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"50114",50114,"CERTIFIED","ORCHESTRO, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","SENIOR PRODUCT MANAGER","N",56347,2016,"BETHESDA, MARYLAND",-77.0947092,38.984652
"50115",50115,"CERTIFIED","THE NIELSEN COMPANY (US), LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","VICE PRESIDENT, CLIENT SOLUTIONS","Y",92976,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"50116",50116,"CERTIFIED","DDK, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH ANALYST","N",35651,2016,"DECATUR, GEORGIA",-84.2963123,33.7748275
"50117",50117,"CERTIFIED","GRAPHIC MEASURES INTERNATIONAL LTD.","MARKET RESEARCH ANALYSTS AND MARKETING","GLOBAL SUPPORT MANAGER","N",43514,2016,"WAYZATA, MINNESOTA",-93.5066217,44.97413
"50118",50118,"WITHDRAWN","STAMFORD SCIENTIFIC INTERNATIONAL, INC.","MARKET RESEARCH ANALYSTS AND MARKETING","BUSINESS DEVELOPMENT LIAISON","N",39666,2016,"POUGHKEEPSIE, NEW YORK",-73.9209701,41.7003713
"50119",50119,"CERTIFIED","INFORMATION RESOURCES, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","CLIENT INSIGHTS PRINCIPAL","Y",92976,2016,"JERSEY CITY, NEW JERSEY",-74.0776417,40.7281575
"50120",50120,"CERTIFIED","TRY THE WORLD, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH ANALYST","N",61589,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"50121",50121,"CERTIFIED","ON OFF SHORE CONSULTANTS INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","BUSINESS ANALYST","N",61589,2016,"ELMHURST, NEW YORK",-73.8801301,40.737975
"50122",50122,"CERTIFIED","JOLIET ONCOLOGY - HEMATOLOGY ASSOCIATES, LTD.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","ASSISTANT ADMINISTRATOR","N",51106,2016,"JOLIET, ILLINOIS",-88.0817251,41.525031
"50123",50123,"CERTIFIED","BELLY INC","MARKET RESEARCH ANALYSTS AND MARKETING","MARKET RESEARCH ANALYST","N",51480,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"50124",50124,"CERTIFIED","ICODIA, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","CLIENT SERVICES MARKETING SCIENTIST","N",45906,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"50125",50125,"CERTIFIED","SEAGATE US LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","SR ANALYST","N",64563,2016,"FREMONT, CALIFORNIA",-121.9885719,37.5482697
"50126",50126,"WITHDRAWN","UNIVERSITY OF MASSACHUSETTS BOSTON","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","GLOBAL ENTREPRENEUR IN RESIDENCE - MARKETING","N",42931.2,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
"50127",50127,"CERTIFIED","EXLSERVICE.COM, LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","ASSISTANT MANAGER, LSS BUSINESS DEVELOPMENT","N",61589,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"50128",50128,"CERTIFIED","NUSKIN INTERNATIONAL, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH SPECIALIST","N",59259,2016,"PROVO, UTAH",-111.6585337,40.2338438
"50129",50129,"CERTIFIED","PAC-DENT INTERNATIONAL, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH ANALYST","N",39665.6,2016,"BREA, CALIFORNIA",-117.9000604,33.9166805
"50130",50130,"CERTIFIED","OVERSEAS DISTRIBUTORS, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","BUSINESS DEVELOPMENT MANAGER","N",54122,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
"50131",50131,"CERTIFIED","IBASIS, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","PRODUCT MANAGER","N",57470,2016,"LEXINGTON, MASSACHUSETTS",-71.2289641,42.4430372
"50132",50132,"WITHDRAWN","OVERSEAS DISTRIBUTORS, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","BUSINESS DEVELOPMENT MANAGER","N",54122,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
"50133",50133,"CERTIFIED","SYNOPSYS, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING SPECIALIST","Y",98510,2016,"MOUNTAIN VIEW, CALIFORNIA",-122.0838511,37.3860517
"50134",50134,"CERTIFIED","PLATINUM MANAGEMENT NY LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING ANALYST","N",61589,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"50135",50135,"CERTIFIED","NVIDIA CORPORATION","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","SR. MANAGER FOR DIGITAL ANALYTICS","Y",123231,2016,"SANTA CLARA, CALIFORNIA",-121.9552356,37.3541079
"50136",50136,"CERTIFIED","EASTMAN CHEMICAL COMPANY","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","COMMERCIAL ANALYST","N",58094,2016,"KINGSPORT, TENNESSEE",-82.5618186,36.548434
"50137",50137,"CERTIFIED","COMMSOURCE LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","PRODUCT MARKETING SPECIALIST","N",60445,2016,"PALO ALTO, CALIFORNIA",-122.1430195,37.4418834
"50138",50138,"CERTIFIED","DORADO, PIZZORNI AND SONS LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING ANALYST AND DIRECTOR","N",46946,2016,"BAY HARBOR ISLANDS, FLORIDA",NA,NA
"50139",50139,"CERTIFIED","EAST COAST REALTY, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING RESEARCH ANALYST","N",40913.6,2016,"ALLSTON, MASSACHUSETTS",-71.1337112,42.3539038
"50140",50140,"CERTIFIED","SPARKLE POWER INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING & BUSINESS DEVELOPMENT SPECIALIST","N",39360,2016,"CITY OF INDUSTRY, CALIFORNIA",-117.9586754,34.0197335
"50141",50141,"CERTIFIED","LUGGAGE AMERICA, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING SPECIALIST","N",39353.6,2016,"TORRANCE, CALIFORNIA",-118.3406288,33.8358492
"50142",50142,"CERTIFIED-WITHDRAWN","INCIPIO, LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING RESEARCH ANALYST","N",56285,2016,"IRVINE, CALIFORNIA",-117.7946942,33.6839473
"50143",50143,"CERTIFIED","YUHUANG CHEMICAL INC,","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET ANALYST","N",37378,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
"50144",50144,"CERTIFIED","AMAZON CORPORATE LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING SPECIALIST II","Y",70096,2016,"BURLINGAME, CALIFORNIA",-122.34809,37.5778696
"50145",50145,"CERTIFIED","TSR CONSULTING SERVICES, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING SPECIALIST","Y",78728,2016,"EDISON, NEW JERSEY",-74.4120953,40.5187154
"50146",50146,"CERTIFIED","WISMETTAC ASIAN FOODS, INC.","MARKET RESEARCH ANALYSTS AND MARKETING","MARKET RESEARCH ANALYST","N",45906,2016,"CARLSTADT, NEW JERSEY",-74.0906974,40.8403778
"50147",50147,"CERTIFIED","FIDELITY INVESTMENTS INSTITUTIONAL SERVICES COMPANY, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","SENIOR MARKETING RESEARCH ANALYST","N",52770,2016,"SMITHFIELD, RHODE ISLAND",-71.5495101,41.9220496
"50148",50148,"CERTIFIED","EBAY INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MANAGER, INTERNET MARKETING 2","Y",110115,2016,"BRISBANE, CALIFORNIA",-122.3999715,37.6807661
"50149",50149,"CERTIFIED","EVEREST GROUP PARTNERS LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING ANALYST","N",50149,2016,"BUFFALO GROVE, ILLINOIS",-87.9631308,42.1662831
"50150",50150,"WITHDRAWN","SPARKLE POWER INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING & BUSINESS DEVELOPMENT SPECIALIST","N",60444.8,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
"50151",50151,"CERTIFIED","ASCENDIFY","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","TECHNICAL ENTERPRISE SALES EXECUTIVE","Y",70096,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"50152",50152,"WITHDRAWN","SPARKLE POWER INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING & BUSINESS DEVELOPMENT SPECIALIST","N",39360,2016,"CITY OF INDUSTRY, CALIFORNIA",-117.9586754,34.0197335
"50153",50153,"CERTIFIED","IMS HEALTH, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","CONSULTANT-MC","Y",74402,2016,"PARSIPPANY, NEW JERSEY",-74.4173877,40.8652865
"50154",50154,"CERTIFIED","BENCHMARK EDUCATION COMPANY, LLC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING DATA ANALYST","N",45906,2016,"NEW ROCHELLE, NEW YORK",-73.7823549,40.9114882
"50155",50155,"CERTIFIED","EHEALTHINSURANCE SERVICES, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","PRODUCT & DATA ANALYST","N",60445,2016,"MOUNTAIN VIEW, CALIFORNIA",-122.0838511,37.3860517
"50156",50156,"CERTIFIED","ON OFF SHORE CONSULTANTS INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","BUSINESS ANALYST","N",61589,2016,"ELMHURST, NEW YORK",-73.8801301,40.737975
"50157",50157,"CERTIFIED","HP ENTERPRISE SERVICES, LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","SALES OPPORTUNITY CONSULTANT","Y",71302,2016,"PONTIAC, MICHIGAN",-83.2910468,42.6389216
"50158",50158,"CERTIFIED","AMERICAN LEARNING FOUNDATION, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","COMMUNICATIONS ANALYST (PRIVATE EDUCATIONAL INSTITUTION)","N",39353.6,2016,"ALHAMBRA, CALIFORNIA",-118.1270146,34.095287
"50159",50159,"CERTIFIED","APPLIED PREDICTIVE TECHNOLOGIES","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","DIRECTOR OF SALES","Y",75982,2016,"ARLINGTON, VIRGINIA",-77.1067698,38.8799697
"50160",50160,"CERTIFIED","WOOD MACKENZIE, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","RESEARCH ANALYST","N",54122,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
"50161",50161,"CERTIFIED","CALIFORNIA STATE UNIVERSITY, FRESNO FOUNDATION","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","PROGRAM MANAGER (INTERNATIONAL BUSINESS PROGRAMS)","N",46467,2016,"FRESNO, CALIFORNIA",-119.7725868,36.7468422
"50162",50162,"CERTIFIED","GENUSYS INC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH ANALYST","N",61734,2016,"LEWISVILLE, TEXAS",-96.994174,33.046233
"50163",50163,"CERTIFIED","MANAGEMENT HEALTH SYSTEMS, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","ACCOUNT MANAGER ALLIED","N",45490,2016,"SUNRISE, FLORIDA",-80.256595,26.1669711
"50164",50164,"CERTIFIED","THE CLOROX INTERNATIONAL COMPANY","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","CONSUMER INSIGHTS MANAGER","Y",71074,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
"50165",50165,"CERTIFIED","ITOCHU PROMINENT USA LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","APPAREL PRODUCTION COORDINATOR","N",45905.6,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"50166",50166,"CERTIFIED","JUICE BEAUTY, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","SALES AND MARKETING MANAGER","N",50086,2016,"SAN RAFAEL, CALIFORNIA",-122.5310874,37.9735346
"50167",50167,"CERTIFIED","ICON PAYMENTS LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH ANALYST","N",45905.6,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"50168",50168,"CERTIFIED","RAYMOND JAMES & ASSOCIATES, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","REAL ESTATE ANALYST","N",47466,2016,"ST. PETERSBURG, FLORIDA",-82.6267345,27.7518284
"50169",50169,"CERTIFIED","PROFESSIONAL COMPOUNDING CENTERS OF AMERICA, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","BUSINESS ANALYST","Y",70866,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
"50170",50170,"CERTIFIED","CATALYST ONLINE LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MANAGER, PAID SEARCH","N",61589,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"50171",50171,"CERTIFIED","HANWHA INTERNATIONAL LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","DEFENSE MARKET RESEARCH ANALYST","N",45906,2016,"TEANECK, NEW JERSEY",-74.0116536,40.8932469
"50172",50172,"CERTIFIED","YORK HEALTH PLAN","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","SENIOR POPULATION HEALTH DATA ANALYST","N",58635,2016,"YORK, PENNSYLVANIA",-76.727745,39.9625984
"50173",50173,"CERTIFIED","CISCO SYSTEMS, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","TECHNICAL MARKETING ENGINEER","Y",132808,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
"50174",50174,"CERTIFIED","ACTIVE CAPITAL CORP.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING SPECIALIST","N",46946,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
"50175",50175,"CERTIFIED","YELLOWPAGES.COM, LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","ANALYST, CONSUMER ANALYTICS","N",39354,2016,"GLENDALE, CALIFORNIA",-118.255075,34.1425078
"50176",50176,"CERTIFIED","PHENOMENEX, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","TECHNICAL MARKETING SPECIALIST","N",39354,2016,"TORRANCE, CALIFORNIA",-118.3406288,33.8358492
"50177",50177,"CERTIFIED","PHENOMENEX, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","GLOBAL MARKETING SPECIALIST, ASIA","N",39354,2016,"TORRANCE, CALIFORNIA",-118.3406288,33.8358492
"50178",50178,"CERTIFIED","FINANCE ONE, INC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH ANALYST","N",39354,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
"50179",50179,"CERTIFIED","CONSERO GROUP, LLC","MARKET RESEARCH ANALYSTS AND MARKETING","DIRECTOR, PRODUCT MANAGEMENT & COMMUNICATIONS","N",40040,2016,"BETHESDA, MARYLAND",-77.0947092,38.984652
"50180",50180,"CERTIFIED","GOOGLE INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","ADS SOLUTIONS CONSULTANT","Y",77293,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"50181",50181,"CERTIFIED","NEWWORLD CAPITAL GROUP, LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","RESEARCH ANALYST, PRIVATE EQUITY","N",45906,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"50182",50182,"CERTIFIED","MERKLE INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MANAGER, MEDIA SERVICES","Y",77293,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"50183",50183,"CERTIFIED","ITOCHU PROMINENT USA LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","APPAREL PRODUCTION COORDINATOR","N",45905.6,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"50184",50184,"CERTIFIED","CISCO SYSTEMS, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING MANAGER","Y",132808,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
"50185",50185,"WITHDRAWN","GROUPON, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","ANALYST-MERCHANT DEVELOPMENT","N",36317,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"50186",50186,"CERTIFIED","GOOGLE INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","BUSINESS OPERATIONS PRINCIPAL","N",60445,2016,"MOUNTAIN VIEW, CALIFORNIA",-122.0838511,37.3860517
"50187",50187,"CERTIFIED","DIGITAL TECHNOLOGY MARKETING & INFORMATION, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH ANALYST","N",39354,2016,"SAN GABRIEL, CALIFORNIA",-118.1058333,34.0961111
"50188",50188,"CERTIFIED","JACKSON DAWSON COMMUNICATIONS","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","INTERNATIONAL MARKETING ANALYST","N",48006,2016,"DEARBORN, MICHIGAN",-83.1763145,42.3222599
"50189",50189,"CERTIFIED","FOOD & BEVERAGE INC.","MARKET RESEARCH ANALYSTS AND MARKETING","MARKETING ANALYST","N",61589,2016,"TETERBORO, NEW JERSEY",-74.0593075,40.8598219
"50190",50190,"CERTIFIED","A W MOBILE, INC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEACH ANALYST","N",67288,2016,"BETHPAGE, NEW YORK",-73.4820687,40.7442664
"50191",50191,"CERTIFIED","7 - ELEVEN, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","FIELD CONSULTANT","N",52208,2016,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
"50192",50192,"CERTIFIED","ITALK GLOBAL COMMUNICATIONS, INC.","MARKET RESEARCH ANALYSTS AND MARKETING","ETHNIC MARKET RESEARCH SUPERVISOR","N",59051,2016,"MCLEAN, VIRGINIA",-77.1772604,38.9338676
"50193",50193,"CERTIFIED","ITALK GLOBAL COMMUNICATIONS, INC.","MARKET RESEARCH ANALYSTS AND MARKETING","MARKETING SUPERVISOR","N",59051,2016,"MCLEAN, VIRGINIA",-77.1772604,38.9338676
"50194",50194,"CERTIFIED","22ND CENTURY TECHNOLOGIES, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH ANALYST","N",59051,2016,"MCLEAN, VIRGINIA",-77.1772604,38.9338676
"50195",50195,"CERTIFIED","BURLEIGH POINT, LTD.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH ANALYST","N",35921.6,2016,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
"50196",50196,"CERTIFIED","DISCOVER PRODUCTS INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","DIRECTOR, E-BUSINESS MARKETING","Y",79747,2016,"RIVERWOODS, ILLINOIS",-87.897014,42.1675254
"50197",50197,"CERTIFIED","INNOVATE BABY LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","CHINA SOURCING AND BUSINESS DEVELOPMENT MANAGER","N",68473.6,2016,"ENCINITAS, CALIFORNIA",-117.2919818,33.0369867
"50198",50198,"CERTIFIED-WITHDRAWN","GLAXOSMITHKLINE LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","SENIOR CHANNEL BUSINESS ANALYST","Y",89253,2016,"PHILADELPHIA, PENNSYLVANIA",-75.1652215,39.9525839
"50199",50199,"CERTIFIED","FPT USA CORP.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH ANALYST","N",60445,2016,"SUNNYVALE, CALIFORNIA",-122.0363496,37.36883
"50200",50200,"CERTIFIED","PRIMARY INSIGHT LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","ASSOCIATE DIRECTOR, HEAD OF RESEARCH OPERATIONS","N",61589,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"50201",50201,"CERTIFIED","OCR SERVICES INC.","MARKET RESEARCH ANALYSTS AND MARKETING","BUSINESS ANALYST","N",56347,2016,"ROCKVILLE, MARYLAND",-77.1527578,39.0839973
"50202",50202,"CERTIFIED","BELCAN SERVICES GROUP LTD. PARTNERSHIP","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","INTERNATIONAL MARKET ANALYST","N",40622.4,2016,"ANN ARBOR, MICHIGAN",-83.7430378,42.2808256
"50203",50203,"CERTIFIED","PREH, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","TEAM ASSISTANT KEY ACCOUNT","N",47944,2016,"NOVI, MICHIGAN",-83.4754913,42.48059
"50204",50204,"WITHDRAWN","OCR SERVICES INC.","MARKET RESEARCH ANALYSTS AND MARKETING","BUSINESS ANALYST","N",56347,2016,"ROCKVILLE, MARYLAND",-77.1527578,39.0839973
"50205",50205,"CERTIFIED-WITHDRAWN","NIRU (NY) LTD.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","BUSINESS DEVELOPMENT MANAGER","N",42203,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"50206",50206,"CERTIFIED","INFORMATION RESOURCES, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","RESEARCH LEAD, DATA SCIENCE","N",51106,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"50207",50207,"CERTIFIED","HEWLETT PACKARD ENTERPRISE COMPANY","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","INTERACTIVE/WEB MARKETING MANAGER","Y",96091,2016,"SUNNYVALE, CALIFORNIA",-122.0363496,37.36883
"50208",50208,"CERTIFIED","DEFTA CORPORATION","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH ANALYST","N",50086,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"50209",50209,"DENIED","UBER TECHNOLOGIES, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","SENIOR MARKETING OPERATIONS MANAGER","Y",110115,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"50210",50210,"CERTIFIED","OGILVYONE LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","CONSULTANT, MARKETING ANALYTICS","N",61589,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"50211",50211,"CERTIFIED","YIPIT, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","DIRECTOR OF PARTNERSHIPS","N",61589,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"50212",50212,"CERTIFIED","RB DISTRIBUTOR CORP","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING SPECIALIST","N",46945.6,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
"50213",50213,"CERTIFIED","THE SAN JOSE GROUP CO.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH ANALYST","N",65915,2016,"WINNETKA, ILLINOIS",NA,NA
"50214",50214,"CERTIFIED","ZQGAME INC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","USER ACQUISITION ANALYST","N",56285,2016,"IRVINE, CALIFORNIA",-117.7946942,33.6839473
"50215",50215,"CERTIFIED","WATSCO, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","PROJECT COORDINATOR","N",59010,2016,"COCONUT GROVE, FLORIDA",-80.2377078,25.7307897
"50216",50216,"CERTIFIED","MGM RESORTS INTERNATIONAL OPERATIONS, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","BRAND MARKETING SUPERVISOR","N",44054,2016,"LAS VEGAS, NEVADA",-115.1398296,36.1699412
"50217",50217,"CERTIFIED","CBM INTERNATIONAL RESOURCES INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","BUSINESS DEVELOPMENT SPECIALIST","N",64688,2016,"BELLEVUE, CALIFORNIA",NA,NA
"50218",50218,"CERTIFIED","BIMBO BAKERIES USA, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","BRAND MANAGER","Y",73216,2016,"HORSHAM, PENNSYLVANIA",-75.1285061,40.1784422
"50219",50219,"CERTIFIED","MANAGEMENT RESOURCES OF AMERICA, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH & BUSINESS DEVELOPMENT ANALYST","N",57158,2016,"NORWALK, CONNECTICUT",-73.4081575,41.117744
"50220",50220,"CERTIFIED","A&E REAL ESTATE MANAGEMENT, LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","DIRECTOR OF MARKET RESEARCH","Y",92976,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"50221",50221,"CERTIFIED","MORGAN STANLEY INVESTMENT MANAGEMENT INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","ASSOCIATE","Y",77293,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"50222",50222,"CERTIFIED","CJ FOODVILLE USA, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKETING ANALYST","N",39354,2016,"COMMERCE, CALIFORNIA",-118.1597929,34.0005691
"50223",50223,"CERTIFIED","MINDSHARE USA LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MANAGER, DIGITAL INSIGHTS","N",61589,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"50224",50224,"CERTIFIED","UNIVERSITY OF DENVER","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","GRADUATE ADMISSIONS MANAGER","N",44741,2016,"DENVER, COLORADO",-104.990251,39.7392358
"50225",50225,"CERTIFIED","MICROSOFT CORPORATION","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","SOLUTIONS SALES SPECIALIST","Y",74006,2016,"CAMBRIDGE, MASSACHUSETTS",-71.1097335,42.3736158
